As of,Rank,Year to Date Rank,Last Week Rank,Title,Type,Netflix Exclusive,Netflix Release Date,Days In Top 10,Viewership Score
06/01/2021,9,8,5,Cocomelon,TV Show,,"Jun 1, 2020",92,265
05/01/2021,8,-,6,Cocomelon,TV Show,,"Jun 1, 2020",91,263
02/01/2021,10,6,10,Cocomelon,TV Show,,"Jun 1, 2020",90,260
01/01/2021,6,5,6,Cocomelon,TV Show,,"Jun 1, 2020",89,259
01/03/2022,7,7,8,Ozark,TV Show,Yes,"Jul 21, 2017",89,536
31/12/2020,5,5,4,Cocomelon,TV Show,,"Jun 1, 2020",88,254
28/02/2022,7,10,7,Ozark,TV Show,Yes,"Jul 21, 2017",88,532
30/12/2020,5,6,3,Cocomelon,TV Show,,"Jun 1, 2020",87,248
27/02/2022,10,8,7,Ozark,TV Show,Yes,"Jul 21, 2017",87,528
29/12/2020,6,5,4,Cocomelon,TV Show,,"Jun 1, 2020",86,242
26/02/2022,8,5,8,Ozark,TV Show,Yes,"Jul 21, 2017",86,527
28/12/2020,5,5,8,Cocomelon,TV Show,,"Jun 1, 2020",85,237
25/02/2022,5,5,5,Ozark,TV Show,Yes,"Jul 21, 2017",85,524
27/12/2020,5,10,8,Cocomelon,TV Show,,"Jun 1, 2020",84,231
24/02/2022,5,5,5,Ozark,TV Show,Yes,"Jul 21, 2017",84,518
26/12/2020,10,6,8,Cocomelon,TV Show,,"Jun 1, 2020",83,225
23/02/2022,5,8,5,Ozark,TV Show,Yes,"Jul 21, 2017",83,512
25/12/2020,6,4,7,Cocomelon,TV Show,,"Jun 1, 2020",82,224
22/02/2022,8,7,5,Ozark,TV Show,Yes,"Jul 21, 2017",82,506
24/12/2020,4,3,7,Cocomelon,TV Show,,"Jun 1, 2020",81,219
28/01/2022,9,7,5,Cobra Kai,TV Show,,"Aug 28, 2020",81,582
21/02/2022,7,7,7,Ozark,TV Show,Yes,"Jul 21, 2017",81,503
23/12/2020,3,4,8,Cocomelon,TV Show,,"Jun 1, 2020",80,212
17/09/2021,8,7,6,Manifest,TV Show,,"Jun 10, 2021",80,590
27/01/2022,7,7,6,Cobra Kai,TV Show,,"Aug 28, 2020",80,580
20/02/2022,7,8,6,Ozark,TV Show,Yes,"Jul 21, 2017",80,499
22/12/2020,4,8,8,Cocomelon,TV Show,,"Jun 1, 2020",79,204
16/09/2021,7,7,4,Manifest,TV Show,,"Jun 10, 2021",79,587
26/01/2022,7,6,5,Cobra Kai,TV Show,,"Aug 28, 2020",79,576
19/02/2022,8,5,6,Ozark,TV Show,Yes,"Jul 21, 2017",79,495
21/12/2020,8,8,-,Cocomelon,TV Show,,"Jun 1, 2020",78,197
15/09/2021,7,10,4,Manifest,TV Show,,"Jun 10, 2021",78,583
25/01/2022,6,6,5,Cobra Kai,TV Show,,"Aug 28, 2020",78,572
18/02/2022,5,5,4,Ozark,TV Show,Yes,"Jul 21, 2017",78,492
20/12/2020,8,8,-,Cocomelon,TV Show,,"Jun 1, 2020",77,194
14/09/2021,10,10,6,Manifest,TV Show,,"Jun 10, 2021",77,579
24/01/2022,6,6,4,Cobra Kai,TV Show,,"Aug 28, 2020",77,567
17/02/2022,5,5,3,Ozark,TV Show,Yes,"Jul 21, 2017",77,486
19/12/2020,8,7,10,Cocomelon,TV Show,,"Jun 1, 2020",76,191
13/09/2021,10,-,7,Manifest,TV Show,,"Jun 10, 2021",76,578
23/01/2022,6,6,4,Cobra Kai,TV Show,,"Aug 28, 2020",76,562
16/02/2022,5,5,3,Ozark,TV Show,Yes,"Jul 21, 2017",76,480
18/12/2020,7,7,8,Cocomelon,TV Show,,"Jun 1, 2020",75,188
11/09/2021,9,6,7,Manifest,TV Show,,"Jun 10, 2021",75,577
22/01/2022,6,5,3,Cobra Kai,TV Show,,"Aug 28, 2020",75,557
15/02/2022,5,7,3,Ozark,TV Show,Yes,"Jul 21, 2017",75,474
17/12/2020,7,8,8,Cocomelon,TV Show,,"Jun 1, 2020",74,184
10/09/2021,6,4,4,Manifest,TV Show,,"Jun 10, 2021",74,575
21/01/2022,5,6,3,Cobra Kai,TV Show,,"Aug 28, 2020",74,552
14/02/2022,7,6,3,Ozark,TV Show,Yes,"Jul 21, 2017",74,468
16/12/2020,8,8,7,Cocomelon,TV Show,,"Jun 1, 2020",73,180
06/01/2021,10,9,6,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",73,446
09/09/2021,4,4,3,Manifest,TV Show,,"Jun 10, 2021",73,570
20/01/2022,6,5,2,Cobra Kai,TV Show,,"Aug 28, 2020",73,546
13/02/2022,6,6,5,Ozark,TV Show,Yes,"Jul 21, 2017",73,464
15/12/2020,8,-,9,Cocomelon,TV Show,,"Jun 1, 2020",72,177
05/01/2021,9,10,7,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",72,445
01/09/2021,8,9,6,Outer Banks,TV Show,Yes,"Apr 15, 2020",72,534
08/09/2021,4,6,3,Manifest,TV Show,,"Jun 10, 2021",72,563
19/01/2022,5,5,1,Cobra Kai,TV Show,,"Aug 28, 2020",72,541
12/02/2022,6,4,5,Ozark,TV Show,Yes,"Jul 21, 2017",72,459
12/12/2020,10,8,-,Cocomelon,TV Show,,"Jun 1, 2020",71,174
04/01/2021,10,10,7,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",71,443
31/08/2021,9,-,6,Outer Banks,TV Show,Yes,"Apr 15, 2020",71,531
07/09/2021,6,7,4,Manifest,TV Show,,"Jun 10, 2021",71,556
18/01/2022,5,4,1,Cobra Kai,TV Show,,"Aug 28, 2020",71,535
11/02/2022,4,3,4,Ozark,TV Show,Yes,"Jul 21, 2017",71,454
11/12/2020,8,8,-,Cocomelon,TV Show,,"Jun 1, 2020",70,173
03/01/2021,10,9,7,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",70,442
27/08/2021,8,7,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",70,529
06/09/2021,7,7,4,Manifest,TV Show,,"Jun 10, 2021",70,551
17/01/2022,4,4,1,Cobra Kai,TV Show,,"Aug 28, 2020",70,529
10/02/2022,3,3,4,Ozark,TV Show,Yes,"Jul 21, 2017",70,447
10/12/2020,8,7,10,Cocomelon,TV Show,,"Jun 1, 2020",69,170
02/01/2021,9,7,-,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",69,441
26/08/2021,7,6,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",69,526
05/09/2021,7,7,5,Manifest,TV Show,,"Jun 10, 2021",69,547
16/01/2022,4,3,1,Cobra Kai,TV Show,,"Aug 28, 2020",69,522
09/02/2022,3,3,4,Ozark,TV Show,Yes,"Jul 21, 2017",69,439
09/12/2020,7,9,9,Cocomelon,TV Show,,"Jun 1, 2020",68,167
01/01/2021,7,6,-,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",68,439
25/08/2021,6,6,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",68,522
04/09/2021,7,4,4,Manifest,TV Show,,"Jun 10, 2021",68,543
15/01/2022,3,3,1,Cobra Kai,TV Show,,"Aug 28, 2020",68,515
08/02/2022,3,3,3,Ozark,TV Show,Yes,"Jul 21, 2017",68,431
08/12/2020,9,-,10,Cocomelon,TV Show,,"Jun 1, 2020",67,163
31/12/2020,6,6,8,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",67,435
24/08/2021,6,5,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",67,517
03/09/2021,4,3,3,Manifest,TV Show,,"Jun 10, 2021",67,539
14/01/2022,3,2,1,Cobra Kai,TV Show,,"Aug 28, 2020",67,507
07/02/2022,3,5,3,Ozark,TV Show,Yes,"Jul 21, 2017",67,423
03/12/2020,10,9,-,Cocomelon,TV Show,,"Jun 1, 2020",66,161
30/12/2020,6,7,7,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",66,430
23/08/2021,5,4,4,Outer Banks,TV Show,Yes,"Apr 15, 2020",66,512
02/09/2021,3,3,2,Manifest,TV Show,,"Jun 10, 2021",66,532
03/09/2021,10,9,6,All American,TV Show,,"Mar 28, 2019",66,416
28/11/2021,9,10,10,Squid Game,TV Show,Yes,"Sep 17, 2021",66,495
13/01/2022,2,1,1,Cobra Kai,TV Show,,"Aug 28, 2020",66,499
06/02/2022,5,5,2,Ozark,TV Show,Yes,"Jul 21, 2017",66,415
02/12/2020,9,10,-,Cocomelon,TV Show,,"Jun 1, 2020",65,160
29/12/2020,7,7,10,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",65,425
22/08/2021,4,4,4,Outer Banks,TV Show,Yes,"Apr 15, 2020",65,506
01/09/2021,3,4,2,Manifest,TV Show,,"Jun 10, 2021",65,524
02/09/2021,9,6,5,All American,TV Show,,"Mar 28, 2019",65,415
27/11/2021,10,10,-,Squid Game,TV Show,Yes,"Sep 17, 2021",65,493
12/01/2022,1,1,1,Cobra Kai,TV Show,,"Aug 28, 2020",65,490
05/02/2022,5,4,1,Ozark,TV Show,Yes,"Jul 21, 2017",65,409
01/12/2020,10,-,10,Cocomelon,TV Show,,"Jun 1, 2020",64,158
28/12/2020,7,7,10,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",64,421
21/08/2021,4,1,3,Outer Banks,TV Show,Yes,"Apr 15, 2020",64,499
31/08/2021,4,4,3,Manifest,TV Show,,"Jun 10, 2021",64,516
01/09/2021,6,6,5,All American,TV Show,,"Mar 28, 2019",64,413
26/11/2021,10,-,10,Squid Game,TV Show,Yes,"Sep 17, 2021",64,492
11/01/2022,1,1,1,Cobra Kai,TV Show,,"Aug 28, 2020",64,480
04/02/2022,4,4,1,Ozark,TV Show,Yes,"Jul 21, 2017",64,403
24/11/2020,10,-,6,Cocomelon,TV Show,,"Jun 1, 2020",63,157
27/12/2020,7,-,10,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",63,417
20/08/2021,1,1,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",63,492
30/08/2021,4,5,3,Manifest,TV Show,,"Jun 10, 2021",63,509
31/08/2021,6,10,5,All American,TV Show,,"Mar 28, 2019",63,408
22/11/2021,10,10,8,Squid Game,TV Show,Yes,"Sep 17, 2021",63,491
10/01/2022,1,1,1,Cobra Kai,TV Show,,"Aug 28, 2020",63,470
03/02/2022,4,4,1,Ozark,TV Show,Yes,"Jul 21, 2017",63,396
21/11/2020,9,8,7,Cocomelon,TV Show,,"Jun 1, 2020",62,156
24/12/2020,8,7,9,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",62,413
19/08/2021,1,1,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",62,482
29/08/2021,5,4,5,Manifest,TV Show,,"Jun 10, 2021",62,502
30/08/2021,10,10,7,All American,TV Show,,"Mar 28, 2019",62,403
21/11/2021,10,-,8,Squid Game,TV Show,Yes,"Sep 17, 2021",62,490
09/01/2022,1,1,1,Cobra Kai,TV Show,,"Aug 28, 2020",62,460
02/02/2022,4,3,1,Ozark,TV Show,Yes,"Jul 21, 2017",62,389
20/11/2020,8,7,7,Cocomelon,TV Show,,"Jun 1, 2020",61,154
23/12/2020,7,10,9,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",61,410
18/08/2021,1,2,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",61,472
28/08/2021,4,3,-,Manifest,TV Show,,"Jun 10, 2021",61,496
29/08/2021,10,10,6,All American,TV Show,,"Mar 28, 2019",61,402
19/11/2021,10,8,6,Squid Game,TV Show,Yes,"Sep 17, 2021",61,489
08/01/2022,1,1,1,Cobra Kai,TV Show,,"Aug 28, 2020",61,450
01/02/2022,3,3,1,Ozark,TV Show,Yes,"Jul 21, 2017",61,382
19/11/2020,7,7,7,Cocomelon,TV Show,,"Jun 1, 2020",60,151
22/12/2020,10,10,9,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",60,406
17/08/2021,2,4,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",60,462
27/08/2021,3,2,-,Manifest,TV Show,,"Jun 10, 2021",60,489
28/08/2021,10,6,5,All American,TV Show,,"Mar 28, 2019",60,401
18/11/2021,8,7,6,Squid Game,TV Show,Yes,"Sep 17, 2021",60,488
07/01/2022,1,1,-,Cobra Kai,TV Show,,"Aug 28, 2020",60,440
31/01/2022,3,2,1,Ozark,TV Show,Yes,"Jul 21, 2017",60,374
18/11/2020,7,6,7,Cocomelon,TV Show,,"Jun 1, 2020",59,147
21/12/2020,10,10,8,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",59,405
16/08/2021,4,4,2,Outer Banks,TV Show,Yes,"Apr 15, 2020",59,453
26/08/2021,2,2,-,Manifest,TV Show,,"Jun 10, 2021",59,481
27/08/2021,6,5,2,All American,TV Show,,"Mar 28, 2019",59,400
17/11/2021,7,6,6,Squid Game,TV Show,Yes,"Sep 17, 2021",59,485
06/01/2022,1,1,-,Cobra Kai,TV Show,,"Aug 28, 2020",59,430
30/01/2022,2,1,1,Ozark,TV Show,Yes,"Jul 21, 2017",59,366
17/11/2020,6,9,6,Cocomelon,TV Show,,"Jun 1, 2020",58,143
20/12/2020,10,10,10,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",58,404
21/02/2021,10,10,8,Bridgerton,TV Show,Yes,"Dec 25, 2020",58,432
15/08/2021,4,3,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",58,446
25/08/2021,2,3,-,Manifest,TV Show,,"Jun 10, 2021",58,472
26/08/2021,5,5,2,All American,TV Show,,"Mar 28, 2019",58,395
16/11/2021,6,8,7,Squid Game,TV Show,Yes,"Sep 17, 2021",58,481
05/01/2022,1,1,-,Cobra Kai,TV Show,,"Aug 28, 2020",58,420
29/01/2022,1,1,1,Ozark,TV Show,Yes,"Jul 21, 2017",58,357
16/11/2020,9,-,10,Cocomelon,TV Show,,"Jun 1, 2020",57,138
19/12/2020,10,10,9,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",57,403
20/02/2021,10,10,10,Bridgerton,TV Show,Yes,"Dec 25, 2020",57,431
14/08/2021,3,2,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",57,439
24/08/2021,3,3,-,Manifest,TV Show,,"Jun 10, 2021",57,463
25/08/2021,5,5,3,All American,TV Show,,"Mar 28, 2019",57,389
24/09/2021,8,4,1,Lucifer,TV Show,,"Dec 15, 2018",57,415
15/11/2021,8,8,6,Squid Game,TV Show,Yes,"Sep 17, 2021",57,476
04/01/2022,1,1,-,Cobra Kai,TV Show,,"Aug 28, 2020",57,410
28/01/2022,1,1,6,Ozark,TV Show,Yes,"Jul 21, 2017",57,347
14/11/2020,7,7,10,Cocomelon,TV Show,,"Jun 1, 2020",56,136
18/12/2020,10,9,7,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",56,402
19/02/2021,10,10,7,Bridgerton,TV Show,Yes,"Dec 25, 2020",56,430
13/08/2021,2,1,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",56,431
23/08/2021,3,5,-,Manifest,TV Show,,"Jun 10, 2021",56,455
24/08/2021,5,7,4,All American,TV Show,,"Mar 28, 2019",56,383
23/09/2021,4,4,1,Lucifer,TV Show,,"Dec 15, 2018",56,412
14/11/2021,8,8,6,Squid Game,TV Show,Yes,"Sep 17, 2021",56,473
03/01/2022,1,1,-,Cobra Kai,TV Show,,"Aug 28, 2020",56,400
27/01/2022,1,1,9,Ozark,TV Show,Yes,"Jul 21, 2017",56,337
13/11/2020,7,7,8,Cocomelon,TV Show,,"Jun 1, 2020",55,132
17/12/2020,9,9,7,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",55,401
18/02/2021,10,10,6,Bridgerton,TV Show,Yes,"Dec 25, 2020",55,429
06/08/2021,9,8,3,Virgin River,TV Show,Yes,"Dec 6, 2019",55,391
12/08/2021,1,1,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",55,422
22/08/2021,5,-,-,Manifest,TV Show,,"Jun 10, 2021",55,447
23/08/2021,7,6,5,All American,TV Show,,"Mar 28, 2019",55,377
22/09/2021,4,5,1,Lucifer,TV Show,,"Dec 15, 2018",55,405
13/11/2021,8,6,5,Squid Game,TV Show,Yes,"Sep 17, 2021",55,470
02/01/2022,1,1,-,Cobra Kai,TV Show,,"Aug 28, 2020",55,390
26/01/2022,1,1,9,Ozark,TV Show,Yes,"Jul 21, 2017",55,327
12/11/2020,7,7,7,Cocomelon,TV Show,,"Jun 1, 2020",54,128
16/12/2020,9,9,6,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",54,399
17/02/2021,10,10,5,Bridgerton,TV Show,Yes,"Dec 25, 2020",54,428
03/08/2021,10,9,3,Manifest,TV Show,,"Jun 10, 2021",54,441
05/08/2021,8,8,4,Virgin River,TV Show,Yes,"Dec 6, 2019",54,389
11/08/2021,1,1,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",54,412
22/08/2021,6,5,6,All American,TV Show,,"Mar 28, 2019",54,373
21/09/2021,5,5,2,Lucifer,TV Show,,"Dec 15, 2018",54,398
12/11/2021,6,6,4,Squid Game,TV Show,Yes,"Sep 17, 2021",54,467
01/01/2022,1,-,-,Cobra Kai,TV Show,,"Aug 28, 2020",54,380
25/01/2022,1,1,8,Ozark,TV Show,Yes,"Jul 21, 2017",54,317
11/11/2020,7,6,5,Cocomelon,TV Show,,"Jun 1, 2020",53,124
15/12/2020,9,8,6,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",53,397
21/01/2021,10,9,4,Cobra Kai,TV Show,,"Aug 28, 2020",53,370
16/02/2021,10,9,4,Bridgerton,TV Show,Yes,"Dec 25, 2020",53,427
02/08/2021,9,9,3,Manifest,TV Show,,"Jun 10, 2021",53,440
04/08/2021,8,7,3,Virgin River,TV Show,Yes,"Dec 6, 2019",53,386
10/08/2021,1,2,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",53,402
21/08/2021,5,2,4,All American,TV Show,,"Mar 28, 2019",53,368
20/09/2021,5,4,2,Lucifer,TV Show,,"Dec 15, 2018",53,392
11/11/2021,6,6,4,Squid Game,TV Show,Yes,"Sep 17, 2021",53,462
24/01/2022,1,1,9,Ozark,TV Show,Yes,"Jul 21, 2017",53,307
10/11/2020,6,10,5,Cocomelon,TV Show,,"Jun 1, 2020",52,120
14/12/2020,8,10,7,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",52,395
20/01/2021,9,9,3,Cobra Kai,TV Show,,"Aug 28, 2020",52,369
15/02/2021,9,8,4,Bridgerton,TV Show,Yes,"Dec 25, 2020",52,426
01/08/2021,9,8,3,Manifest,TV Show,,"Jun 10, 2021",52,438
03/08/2021,7,7,2,Virgin River,TV Show,Yes,"Dec 6, 2019",52,383
09/08/2021,2,1,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",52,392
20/08/2021,2,2,4,All American,TV Show,,"Mar 28, 2019",52,362
19/09/2021,4,3,2,Lucifer,TV Show,,"Dec 15, 2018",52,386
10/11/2021,6,7,3,Squid Game,TV Show,Yes,"Sep 17, 2021",52,457
23/01/2022,1,1,10,Ozark,TV Show,Yes,"Jul 21, 2017",52,297
09/11/2020,10,-,-,Cocomelon,TV Show,,"Jun 1, 2020",51,115
13/12/2020,10,9,8,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",51,392
19/01/2021,9,8,2,Cobra Kai,TV Show,,"Aug 28, 2020",51,367
14/02/2021,8,10,3,Bridgerton,TV Show,Yes,"Dec 25, 2020",51,424
31/07/2021,8,6,3,Manifest,TV Show,,"Jun 10, 2021",51,436
02/08/2021,7,6,2,Virgin River,TV Show,Yes,"Dec 6, 2019",51,379
08/08/2021,1,1,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",51,383
19/08/2021,2,3,3,All American,TV Show,,"Mar 28, 2019",51,353
18/09/2021,3,1,2,Lucifer,TV Show,,"Dec 15, 2018",51,379
09/11/2021,7,6,3,Squid Game,TV Show,Yes,"Sep 17, 2021",51,452
22/01/2022,1,6,-,Ozark,TV Show,Yes,"Jul 21, 2017",51,287
07/11/2020,10,8,-,Cocomelon,TV Show,,"Jun 1, 2020",50,114
12/12/2020,9,7,6,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",50,391
18/01/2021,8,8,2,Cobra Kai,TV Show,,"Aug 28, 2020",50,365
13/02/2021,10,7,2,Bridgerton,TV Show,Yes,"Dec 25, 2020",50,421
30/07/2021,6,5,3,Manifest,TV Show,,"Jun 10, 2021",50,433
01/08/2021,6,5,2,Virgin River,TV Show,Yes,"Dec 6, 2019",50,375
07/08/2021,1,1,1,Outer Banks,TV Show,Yes,"Apr 15, 2020",50,373
18/08/2021,3,4,3,All American,TV Show,,"Mar 28, 2019",50,344
17/09/2021,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",50,371
08/11/2021,6,6,3,Squid Game,TV Show,Yes,"Sep 17, 2021",50,448
21/01/2022,6,9,-,Ozark,TV Show,Yes,"Jul 21, 2017",50,277
06/11/2020,8,7,10,Cocomelon,TV Show,,"Jun 1, 2020",49,113
11/12/2020,7,7,5,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",49,389
17/01/2021,8,6,2,Cobra Kai,TV Show,,"Aug 28, 2020",49,362
12/02/2021,7,6,2,Bridgerton,TV Show,Yes,"Dec 25, 2020",49,420
29/07/2021,5,4,4,Manifest,TV Show,,"Jun 10, 2021",49,428
31/07/2021,5,3,1,Virgin River,TV Show,Yes,"Dec 6, 2019",49,370
06/08/2021,1,1,9,Outer Banks,TV Show,Yes,"Apr 15, 2020",49,363
17/08/2021,4,5,3,All American,TV Show,,"Mar 28, 2019",49,336
16/09/2021,1,1,-,Lucifer,TV Show,,"Dec 15, 2018",49,361
07/11/2021,6,5,3,Squid Game,TV Show,Yes,"Sep 17, 2021",49,443
24/11/2021,8,8,6,Maid,TV Show,Yes,"Oct 1, 2021",49,310
20/01/2022,9,9,-,Ozark,TV Show,Yes,"Jul 21, 2017",49,272
05/11/2020,7,5,9,Cocomelon,TV Show,,"Jun 1, 2020",48,110
10/12/2020,7,6,5,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",48,385
16/01/2021,6,4,2,Cobra Kai,TV Show,,"Aug 28, 2020",48,359
11/02/2021,6,5,2,Bridgerton,TV Show,Yes,"Dec 25, 2020",48,416
28/07/2021,4,3,4,Manifest,TV Show,,"Jun 10, 2021",48,422
30/07/2021,3,4,1,Virgin River,TV Show,Yes,"Dec 6, 2019",48,364
05/08/2021,1,1,-,Outer Banks,TV Show,Yes,"Apr 15, 2020",48,353
16/08/2021,5,6,3,All American,TV Show,,"Mar 28, 2019",48,329
15/09/2021,1,2,-,Lucifer,TV Show,,"Dec 15, 2018",48,351
06/11/2021,5,4,2,Squid Game,TV Show,Yes,"Sep 17, 2021",48,438
23/11/2021,8,7,7,Maid,TV Show,Yes,"Oct 1, 2021",48,307
18/01/2022,10,10,7,Emily in Paris,TV Show,Yes,"Oct 2, 2020",48,287
19/01/2022,9,8,-,Ozark,TV Show,Yes,"Jul 21, 2017",48,270
01/02/2022,7,7,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",48,297
04/11/2020,5,5,9,Cocomelon,TV Show,,"Jun 1, 2020",47,106
09/12/2020,6,6,4,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",47,381
15/01/2021,4,4,2,Cobra Kai,TV Show,,"Aug 28, 2020",47,354
10/02/2021,5,4,1,Bridgerton,TV Show,Yes,"Dec 25, 2020",47,411
27/07/2021,3,3,4,Manifest,TV Show,,"Jun 10, 2021",47,415
29/07/2021,4,3,1,Virgin River,TV Show,Yes,"Dec 6, 2019",47,356
04/08/2021,1,1,-,Outer Banks,TV Show,Yes,"Apr 15, 2020",47,343
15/08/2021,6,4,3,All American,TV Show,,"Mar 28, 2019",47,323
14/09/2021,2,2,-,Lucifer,TV Show,,"Dec 15, 2018",47,341
05/11/2021,4,4,2,Squid Game,TV Show,Yes,"Sep 17, 2021",47,432
22/11/2021,7,8,-,Maid,TV Show,Yes,"Oct 1, 2021",47,304
17/01/2022,10,9,8,Emily in Paris,TV Show,Yes,"Oct 2, 2020",47,286
18/01/2022,8,9,-,Ozark,TV Show,Yes,"Jul 21, 2017",47,268
31/01/2022,7,7,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",47,293
03/11/2020,5,-,8,Cocomelon,TV Show,,"Jun 1, 2020",46,100
08/12/2020,6,7,4,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",46,376
14/01/2021,4,3,1,Cobra Kai,TV Show,,"Aug 28, 2020",46,347
09/02/2021,4,4,2,Bridgerton,TV Show,Yes,"Dec 25, 2020",46,405
26/07/2021,3,3,6,Manifest,TV Show,,"Jun 10, 2021",46,407
28/07/2021,3,2,1,Virgin River,TV Show,Yes,"Dec 6, 2019",46,349
03/08/2021,1,1,-,Outer Banks,TV Show,Yes,"Apr 15, 2020",46,333
14/08/2021,4,4,3,All American,TV Show,,"Mar 28, 2019",46,318
13/09/2021,2,2,-,Lucifer,TV Show,,"Dec 15, 2018",46,332
04/11/2021,4,3,2,Squid Game,TV Show,Yes,"Sep 17, 2021",46,425
21/11/2021,8,10,-,Maid,TV Show,Yes,"Oct 1, 2021",46,300
16/01/2022,9,9,10,Emily in Paris,TV Show,Yes,"Oct 2, 2020",46,285
17/01/2022,9,10,-,Ozark,TV Show,Yes,"Jul 21, 2017",46,265
30/01/2022,7,7,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",46,289
11/03/2022,5,6,6,Love is Blind,TV Show,Yes,"Feb 13, 2020",46,312
30/10/2020,10,9,8,Cocomelon,TV Show,,"Jun 1, 2020",45,94
07/12/2020,7,8,3,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",45,371
13/01/2021,3,2,1,Cobra Kai,TV Show,,"Aug 28, 2020",45,340
08/02/2021,4,3,4,Bridgerton,TV Show,Yes,"Dec 25, 2020",45,398
25/07/2021,3,3,7,Manifest,TV Show,,"Jun 10, 2021",45,399
27/07/2021,2,2,1,Virgin River,TV Show,Yes,"Dec 6, 2019",45,341
02/08/2021,1,1,-,Outer Banks,TV Show,Yes,"Apr 15, 2020",45,323
13/08/2021,4,3,2,All American,TV Show,,"Mar 28, 2019",45,311
12/09/2021,2,2,-,Lucifer,TV Show,,"Dec 15, 2018",45,323
03/11/2021,3,3,2,Squid Game,TV Show,Yes,"Sep 17, 2021",45,418
20/11/2021,10,7,-,Maid,TV Show,Yes,"Oct 1, 2021",45,297
15/01/2022,9,8,9,Emily in Paris,TV Show,Yes,"Oct 2, 2020",45,283
16/01/2022,10,-,-,Ozark,TV Show,Yes,"Jul 21, 2017",45,263
27/01/2022,10,9,10,The Witcher,TV Show,Yes,"Dec 20, 2019",45,288
29/01/2022,7,3,3,Too Hot to Handle,TV Show,Yes,"Apr 17, 2020",45,285
02/03/2022,9,6,3,Sweet Magnolias,TV Show,Yes,"May 19, 2020",45,344
10/03/2022,6,5,5,Love is Blind,TV Show,Yes,"Feb 13, 2020",45,306
19/05/2020,10,-,7,Ozark,TV Show,Yes,"Jul 21, 2017",44,262
29/10/2020,9,9,10,Cocomelon,TV Show,,"Jun 1, 2020",44,93
06/12/2020,8,6,3,The Queenâs Gambit,TV Show,Yes,"Oct 23, 2020",44,367
12/01/2021,2,2,1,Cobra Kai,TV Show,,"Aug 28, 2020",44,332
07/02/2021,3,2,4,Bridgerton,TV Show,Yes,"Dec 25, 2020",44,391
30/04/2021,10,9,-,Ginny & Georgia,TV Show,Yes,"Feb 24, 2021",44,335
24/07/2021,3,3,6,Manifest,TV Show,,"Jun 10, 2021",44,391
26/07/2021,2,2,1,Virgin River,TV Show,Yes,"Dec 6, 2019",44,332
